gene_id,gc
NZ_CP019247.1_84,0.5898
NZ_CP019247.1_85,0.6367
NZ_CP019247.1_86,0.6268
NZ_CP019247.1_87,0.7202
NZ_CP019247.1_88,0.6607
NZ_CP019247.1_89,0.5105
NZ_CP019247.1_90,0.5277
NZ_CP019247.1_91,0.4070
NZ_CP019247.1_92,0.4020
NZ_CP019247.1_93,0.2906
NZ_CP019247.1_94,0.5277
NZ_CP019247.1_95,0.5995
NZ_CP019247.1_96,0.6115
NZ_CP019247.1_97,0.5625
NZ_CP019247.1_98,0.5277
NZ_CP019247.1_99,0.4823
NZ_CP019247.1_100,0.5269
NZ_CP019247.1_101,0.4901
NZ_CP019247.1_102,0.5000
NZ_CP019247.1_103,0.5374
NZ_CP019247.1_104,0.5579
NZ_CP019247.1_105,0.5634
NZ_CP019247.1_106,0.4709
NZ_CP019247.1_107,0.4239
NZ_CP019247.1_108,0.5319
NZ_CP019247.1_109,0.6556
NZ_CP019247.1_110,0.6505
NZ_CP019247.1_111,0.6085
NZ_CP019247.1_112,0.6105
NZ_CP019247.1_113,0.5523
NZ_CP019247.1_114,0.5887
NZ_CP019247.1_115,0.6275
NZ_CP019247.1_116,0.6167
NZ_CP019247.1_117,0.5000
NZ_CP019247.1_118,0.5295
NZ_CP019247.1_119,0.3987
NZ_CP019247.1_120,0.6124
NZ_CP019247.1_121,0.6219
NZ_CP019247.1_122,0.4398
NZ_CP019247.1_123,0.4651
NZ_CP019247.1_124,0.5362
NZ_CP019247.1_125,0.5011
NZ_CP019247.1_126,0.4792
NZ_CP019247.1_127,0.5688
NZ_CP019247.1_128,0.3854
NZ_CP019247.1_129,0.4649
NZ_CP019247.1_130,0.4740
NZ_CP019247.1_131,0.5579
NZ_CP019247.1_132,0.5823
NZ_CP019247.1_133,0.5970
NZ_CP019247.1_134,0.5265
NZ_CP019247.1_135,0.4916
NZ_CP019247.1_136,0.3755
NZ_CP019247.1_137,0.5193
NZ_CP019247.1_138,0.5197
NZ_CP019247.1_139,0.4752
NZ_CP019247.1_140,0.5788
NZ_CP019247.1_141,0.5228
NZ_CP019247.1_142,0.3966
NZ_CP019247.1_143,0.5161
NZ_CP019247.1_144,0.3915
NZ_CP019247.1_145,0.5246
NZ_CP019247.1_146,0.5540
NZ_CP019247.1_147,0.4084
NZ_CP019247.1_148,0.3745
NZ_CP019247.1_149,0.5509
NZ_CP019247.1_150,0.5987
NZ_CP019247.1_151,0.5607
NZ_CP019247.1_152,0.5445
NZ_CP019247.1_153,0.4095
NZ_CP019247.1_154,0.5310
NZ_CP019247.1_155,0.4246
NZ_CP019247.1_156,0.4359
NZ_CP019247.1_157,0.5061
NZ_CP019247.1_158,0.5735
NZ_CP019247.1_159,0.5706
NZ_CP019247.1_160,0.4691
NZ_CP019247.1_161,0.4712
NZ_CP019247.1_162,0.5111
NZ_CP019247.1_163,0.4188
NZ_CP019247.1_164,0.3595
NZ_CP019247.1_165,0.3932
NZ_CP019248.1_1,0.4256
NZ_CP019248.1_2,0.5112
NZ_CP019248.1_3,0.5595
NZ_CP019248.1_4,0.5088
NZ_CP019248.1_5,0.5382
NZ_CP019248.1_6,0.5843
NZ_CP019248.1_7,0.5793
NZ_CP019248.1_8,0.5489
NZ_CP019248.1_9,0.5360
NZ_CP019248.1_10,0.5625
NZ_CP019248.1_11,0.5448
NZ_CP019248.1_12,0.5847
NZ_CP019248.1_13,0.5171
NZ_CP019248.1_14,0.6023
NZ_CP019248.1_15,0.6338
NZ_CP019248.1_16,0.5000
NZ_CP019248.1_17,0.5650
NZ_CP019248.1_18,0.5329
NZ_CP019248.1_19,0.6071
NZ_CP019248.1_20,0.5655
NZ_CP019248.1_21,0.5315
NZ_CP019248.1_22,0.5541
NZ_CP019248.1_23,0.5458
NZ_CP019248.1_24,0.5141
NZ_CP019248.1_25,0.5571
NZ_CP019248.1_26,0.5153
NZ_CP019248.1_27,0.4293
NZ_CP019248.1_28,0.4404
NZ_CP019248.1_29,0.4466
NZ_CP019248.1_30,0.4264
NZ_CP019248.1_31,0.5872
NZ_CP019248.1_32,0.5676
NZ_CP019248.1_33,0.4950
NZ_CP019248.1_34,0.4802
NZ_CP019248.1_35,0.5978
NZ_CP019248.1_36,0.4494
NZ_CP019248.1_37,0.4483
NZ_CP019248.1_38,0.5455
NZ_CP019248.1_39,0.6156
NZ_CP019248.1_40,0.4998
NZ_CP019248.1_41,0.5155
NZ_CP019248.1_42,0.6514
NZ_CP019248.1_43,0.3539
NZ_CP019248.1_44,0.4741
NZ_CP019248.1_45,0.4393
NZ_CP019248.1_46,0.4321
NZ_CP019248.1_47,0.4885
NZ_CP019248.1_48,0.4872
NZ_CP019248.1_49,0.5262
NZ_CP019248.1_50,0.5347
NZ_CP019248.1_51,0.4417
NZ_CP019248.1_52,0.4822
NZ_CP019248.1_53,0.4972
NZ_CP019248.1_54,0.4789
NZ_CP019248.1_55,0.5355
NZ_CP019248.1_56,0.6213
NZ_CP019248.1_57,0.5277
NZ_CP019248.1_58,0.4739
NZ_CP019248.1_59,0.4461
NZ_CP019248.1_60,0.5277
NZ_CP019248.1_61,0.3453
NZ_CP019248.1_62,0.2683
NZ_CP019248.1_63,0.4081
NZ_CP019248.1_64,0.4430
NZ_CP019248.1_65,0.5622
NZ_CP019248.1_66,0.5591
NZ_CP019248.1_67,0.5298
NZ_CP019248.1_68,0.5281
NZ_CP019248.1_69,0.5301
NZ_CP019248.1_70,0.5508
NZ_CP019248.1_71,0.4931
NZ_CP019248.1_72,0.4887
NZ_CP019248.1_73,0.4713
NZ_CP019248.1_74,0.5590
NZ_CP019248.1_75,0.4479
NZ_CP019248.1_76,0.4363
NZ_CP019248.1_77,0.5044
NZ_CP019248.1_78,0.5326
NZ_CP019248.1_79,0.5843
NZ_CP019248.1_80,0.3805
NZ_CP019248.1_81,0.3653
NZ_CP019248.1_82,0.5037
NZ_CP019248.1_83,0.4817
NZ_CP019248.1_84,0.4860
NZ_CP019248.1_85,0.4892
NZ_CP019248.1_86,0.4371
NZ_CP019248.1_87,0.4698
NZ_CP019248.1_88,0.4399
NZ_CP019248.1_89,0.4374
NZ_CP019248.1_90,0.4241
NZ_CP019248.1_91,0.4186
NZ_CP019248.1_92,0.4929
NZ_CP019248.1_93,0.4605
NZ_CP019248.1_94,0.4376
NZ_CP019248.1_95,0.3853
NZ_CP019248.1_96,0.4718
NZ_CP019248.1_97,0.4349
NZ_CP019248.1_98,0.4186
NZ_CP019248.1_99,0.4695
NZ_CP019248.1_100,0.4608
NZ_CP019248.1_101,0.4883
NZ_CP019248.1_102,0.4352
NZ_CP019248.1_103,0.4700
NZ_CP019248.1_104,0.4034
NZ_CP019248.1_105,0.5120
NZ_CP019248.1_106,0.5250
NZ_CP019248.1_107,0.5152
NZ_CP019248.1_108,0.4983
NZ_CP019248.1_109,0.4982
NZ_CP019248.1_110,0.5443
NZ_CP019248.1_111,0.5287
NZ_CP019248.1_112,0.5094
NZ_CP019248.1_113,0.5407
NZ_CP019248.1_114,0.5085
NZ_CP019248.1_115,0.5064
NZ_CP019248.1_116,0.5246
NZ_CP019248.1_117,0.4988
NZ_CP019248.1_118,0.4868
NZ_CP019248.1_119,0.5069
NZ_CP019248.1_120,0.5100
NZ_CP019248.1_121,0.5171
NZ_CP019248.1_122,0.5303
NZ_CP019248.1_123,0.4855
NZ_CP019248.1_124,0.4670
NZ_CP019248.1_125,0.3891
NZ_CP019248.1_126,0.3905
NZ_CP019248.1_127,0.3898
NZ_CP019248.1_128,0.5040
NZ_CP019248.1_129,0.4679
NZ_CP019248.1_130,0.5120
NZ_CP019248.1_131,0.5126
NZ_CP019248.1_132,0.4987
NZ_CP019248.1_133,0.5215
NZ_CP019248.1_134,0.4521
NZ_CP019251.1_1,0.4549
NZ_CP019251.1_2,0.4416
NZ_CP019251.1_3,0.5139
NZ_CP019251.1_4,0.4930
NZ_CP019251.1_5,0.5986
NZ_CP019251.1_6,0.5724
NZ_CP019251.1_7,0.5043
NZ_CP019251.1_8,0.5981
NZ_CP019251.1_9,0.6098
NZ_CP019251.1_10,0.4578
NZ_CP019251.1_11,0.4713
NZ_CP019251.1_12,0.5370
NZ_CP019251.1_13,0.5290
NZ_CP019251.1_14,0.5463
NZ_CP019251.1_15,0.4718
NZ_CP019251.1_16,0.5445
NZ_CP019251.1_17,0.5559
NZ_CP019251.1_18,0.5409
NZ_CP019251.1_19,0.5637
NZ_CP019251.1_20,0.4226
NZ_CP019251.1_21,0.4120
NZ_CP019251.1_22,0.4713
NZ_CP019251.1_23,0.4930
NZ_CP019251.1_24,0.5233
NZ_CP019251.1_25,0.5181
NZ_CP019251.1_26,0.4809
NZ_CP019251.1_27,0.5437
NZ_CP019251.1_28,0.4841
NZ_CP019251.1_29,0.4874
NZ_CP019251.1_30,0.4949
NZ_CP019251.1_31,0.5235
NZ_CP019251.1_32,0.4750
NZ_CP019251.1_33,0.5735
NZ_CP019251.1_34,0.3322
NZ_CP019251.1_35,0.3829
NZ_CP019251.1_36,0.3649
NZ_CP019251.1_37,0.4554
NZ_CP019251.1_38,0.5413
NZ_CP019251.1_39,0.5573
NZ_CP019251.1_40,0.5473
NZ_CP019251.1_41,0.4746
NZ_CP019251.1_42,0.4950
NZ_CP019251.1_43,0.4621
NZ_CP019251.1_44,0.5061
NZ_CP019251.1_45,0.3450
NZ_CP019251.1_46,0.4987
NZ_CP019251.1_47,0.5225
NZ_CP019251.1_48,0.4858
NZ_CP019251.1_49,0.5488
NZ_CP019251.1_50,0.5033
NZ_CP019251.1_51,0.5513
NZ_CP019251.1_52,0.5301
NZ_CP019251.1_53,0.4048
NZ_CP019251.1_54,0.5223
NZ_CP019251.1_55,0.4777
NZ_CP019251.1_56,0.5582
NZ_CP019251.1_57,0.5784
NZ_CP019251.1_58,0.5667
NZ_CP019251.1_59,0.5225
NZ_CP019251.1_60,0.5000
NZ_CP019251.1_61,0.3990
NZ_CP019251.1_62,0.5272
NZ_CP019251.1_63,0.4973
NZ_CP019251.1_64,0.5505
NZ_CP019251.1_65,0.4180
NZ_CP019251.1_66,0.4382
NZ_CP019251.1_67,0.4423
NZ_CP019251.1_68,0.4247
NZ_CP019251.1_69,0.4296
NZ_CP019251.1_70,0.4964
NZ_CP019251.1_71,0.5171
NZ_CP019251.1_72,0.5948
NZ_CP019251.1_73,0.5995
NZ_CP019251.1_74,0.5105
NZ_CP019251.1_75,0.5517
NZ_CP019251.1_76,0.4718
NZ_CP019251.1_77,0.4070
NZ_CP019251.1_78,0.4020
NZ_CP019251.1_79,0.2906
NZ_CP019251.1_80,0.4718
NZ_CP019251.1_81,0.5517
NZ_CP019251.1_82,0.5995
NZ_CP019251.1_83,0.6115
NZ_CP019251.1_84,0.5625
NZ_CP019251.1_85,0.5319
NZ_CP019251.1_86,0.3867
NZ_CP019251.1_87,0.6114
NZ_CP019251.1_88,0.6219
NZ_CP019251.1_89,0.5775
NZ_CP019251.1_90,0.6340
NZ_CP019251.1_91,0.4841
NZ_CP019251.1_92,0.4470
NZ_CP019251.1_93,0.4508
NZ_CP019251.1_94,0.4206
NZ_CP019251.1_95,0.3810
NZ_CP019251.1_96,0.3947
NZ_CP019251.1_97,0.3458
NZ_CP019251.1_98,0.3876
NZ_CP019251.1_99,0.4119
NZ_CP019251.1_100,0.4022
NZ_CP019251.1_101,0.4337
NZ_CP019251.1_102,0.3266
NZ_CP019251.1_103,0.3597
NZ_CP019251.1_104,0.4478
NZ_CP019251.1_105,0.4901
NZ_CP019251.1_106,0.5319
NZ_CP019251.1_107,0.6794
NZ_CP019251.1_108,0.6608
NZ_CP019251.1_109,0.6066
NZ_CP019251.1_110,0.5622
NZ_CP019251.1_111,0.5591
NZ_CP019251.1_112,0.5319
NZ_CP019251.1_113,0.4387
NZ_CP019251.1_114,0.5319
NZ_CP019251.1_115,0.6485
NZ_CP019251.1_116,0.6356
NZ_CP019251.1_117,0.6920
NZ_CP019251.1_118,0.6970
NZ_CP019251.1_119,0.6519
NZ_CP019251.1_120,0.6572
NZ_CP019251.1_121,0.6268
NZ_CP019251.1_122,0.6125
NZ_CP019251.1_123,0.5954
NZ_CP019251.1_124,0.5397
NZ_CP019251.1_125,0.5362
NZ_CP019251.1_126,0.5686
NZ_CP019251.1_127,0.4945
NZ_CP019251.1_128,0.5707
NZ_CP019251.1_129,0.5349
NZ_CP019251.1_130,0.5439
NZ_CP019251.1_131,0.4987
NZ_CP019251.1_132,0.5606
NZ_CP019251.1_133,0.4451
NZ_CP019251.1_134,0.4961
NZ_CP019251.1_135,0.4541
NZ_CP019251.1_136,0.5668
NZ_CP019251.1_137,0.4425
NZ_CP019251.1_138,0.5743
NZ_CP019251.1_139,0.5995
NZ_CP019251.1_140,0.5263
NZ_CP019251.1_141,0.5038
NZ_CP019251.1_142,0.5241
NZ_CP019251.1_143,0.4891
NZ_CP019251.1_144,0.4106
NZ_CP019251.1_145,0.5090
NZ_CP019251.1_146,0.4980
NZ_CP019251.1_147,0.5374
NZ_CP019251.1_148,0.4752
NZ_CP019251.1_149,0.5641
NZ_CP019251.1_150,0.5368
NZ_CP019251.1_151,0.3879
NZ_CP019251.1_152,0.5065
NZ_CP019251.1_153,0.4031
NZ_CP019251.1_154,0.5252
NZ_CP019251.1_155,0.5571
NZ_CP019251.1_156,0.5539
NZ_CP019251.1_157,0.5956
NZ_CP019251.1_158,0.5711
NZ_CP019251.1_159,0.5450
NZ_CP019251.1_160,0.3912
NZ_CP019251.1_161,0.4444
NZ_CP019251.1_162,0.5329
NZ_CP019251.1_163,0.4246
NZ_CP019251.1_164,0.4330
NZ_CP019251.1_165,0.4992
NZ_CP019251.1_166,0.5721
NZ_CP019251.1_167,0.5720
NZ_CP019251.1_168,0.4691
NZ_CP019251.1_169,0.4712
NZ_CP019251.1_170,0.5137
NZ_CP019251.1_171,0.3813
NZ_CP019251.1_172,0.3377
NZ_CP019251.1_173,0.3880
NZ_CP019252.1_1,0.4256
NZ_CP019252.1_2,0.5112
NZ_CP019252.1_3,0.5595
NZ_CP019252.1_4,0.5088
NZ_CP019252.1_5,0.5382
NZ_CP019252.1_6,0.5843
NZ_CP019252.1_7,0.5816
NZ_CP019252.1_8,0.5489
NZ_CP019252.1_9,0.5377
NZ_CP019252.1_10,0.5625
NZ_CP019252.1_11,0.5448
NZ_CP019252.1_12,0.5876
NZ_CP019252.1_13,0.5171
NZ_CP019252.1_14,0.6023
NZ_CP019252.1_15,0.6338
NZ_CP019252.1_16,0.5000
NZ_CP019252.1_17,0.5650
NZ_CP019252.1_18,0.5305
NZ_CP019252.1_19,0.6071
NZ_CP019252.1_20,0.5655
NZ_CP019252.1_21,0.5315
NZ_CP019252.1_22,0.5541
NZ_CP019252.1_23,0.5458
NZ_CP019252.1_24,0.5250
NZ_CP019252.1_25,0.5141
NZ_CP019252.1_26,0.5571
NZ_CP019252.1_27,0.5153
NZ_CP019252.1_28,0.4293
NZ_CP019252.1_29,0.4404
NZ_CP019252.1_30,0.4466
NZ_CP019252.1_31,0.4264
NZ_CP019252.1_32,0.5897
NZ_CP019252.1_33,0.5652
NZ_CP019252.1_34,0.5782
NZ_CP019252.1_35,0.6275
NZ_CP019252.1_36,0.4812
NZ_CP019252.1_37,0.5489
NZ_CP019252.1_38,0.5233
NZ_CP019252.1_39,0.6396
NZ_CP019252.1_40,0.5596
NZ_CP019252.1_41,0.3362
NZ_CP019252.1_42,0.4583
NZ_CP019252.1_43,0.4781
NZ_CP019252.1_44,0.5041
NZ_CP019252.1_45,0.3776
NZ_CP019252.1_46,0.5219
NZ_CP019252.1_47,0.5486
NZ_CP019252.1_48,0.3858
NZ_CP019252.1_49,0.3974
NZ_CP019252.1_50,0.5063
NZ_CP019252.1_51,0.5630
NZ_CP019252.1_52,0.5390
NZ_CP019252.1_53,0.5111
NZ_CP019252.1_54,0.6113
NZ_CP019252.1_55,0.5809
NZ_CP019252.1_56,0.6259
NZ_CP019252.1_57,0.4945
NZ_CP019252.1_58,0.5707
NZ_CP019252.1_59,0.5571
NZ_CP019252.1_60,0.4479
NZ_CP019252.1_61,0.4345
NZ_CP019252.1_62,0.5044
NZ_CP019252.1_63,0.5326
NZ_CP019252.1_64,0.5843
NZ_CP019252.1_65,0.3838
NZ_CP019252.1_66,0.3653
NZ_CP019252.1_67,0.5019
NZ_CP019252.1_68,0.4840
NZ_CP019252.1_69,0.4926
NZ_CP019252.1_70,0.4900
NZ_CP019252.1_71,0.4393
NZ_CP019252.1_72,0.4698
NZ_CP019252.1_73,0.4435
NZ_CP019252.1_74,0.4374
NZ_CP019252.1_75,0.4349
NZ_CP019252.1_76,0.4201
NZ_CP019252.1_77,0.4650
NZ_CP019252.1_78,0.4900
NZ_CP019252.1_79,0.4376
NZ_CP019252.1_80,0.4708
NZ_CP019252.1_81,0.4034
NZ_CP019252.1_82,0.5098
NZ_CP019252.1_83,0.5263
NZ_CP019252.1_84,0.5144
NZ_CP019252.1_85,0.4948
NZ_CP019252.1_86,0.4964
NZ_CP019252.1_87,0.5682
NZ_CP019252.1_88,0.5146
NZ_CP019252.1_89,0.5328
NZ_CP019252.1_90,0.5387
NZ_CP019252.1_91,0.4890
NZ_CP019252.1_92,0.5417
NZ_CP019252.1_93,0.5475
NZ_CP019252.1_94,0.5328
NZ_CP019252.1_95,0.4948
NZ_CP019252.1_96,0.5105
NZ_CP019252.1_97,0.4222
NZ_CP019252.1_98,0.4061
NZ_CP019252.1_99,0.5000
NZ_CP019252.1_100,0.4774
NZ_CP019252.1_101,0.4435
NZ_CP019252.1_102,0.4374
NZ_CP019252.1_103,0.4349
NZ_CP019252.1_104,0.4201
NZ_CP019252.1_105,0.4811
NZ_CP019252.1_106,0.4900
NZ_CP019252.1_107,0.4376
NZ_CP019252.1_108,0.4708
NZ_CP019252.1_109,0.4034
NZ_CP019252.1_110,0.5098
NZ_CP019252.1_111,0.5263
NZ_CP019252.1_112,0.5144
NZ_CP019252.1_113,0.4948
NZ_CP019252.1_114,0.4964
NZ_CP019252.1_115,0.5438
NZ_CP019252.1_116,0.5287
NZ_CP019252.1_117,0.5079
NZ_CP019252.1_118,0.5407
NZ_CP019252.1_119,0.5109
NZ_CP019252.1_120,0.5064
NZ_CP019252.1_121,0.5303
NZ_CP019252.1_122,0.5111
NZ_CP019252.1_123,0.4868
NZ_CP019252.1_124,0.5081
NZ_CP019252.1_125,0.5080
NZ_CP019252.1_126,0.5106
NZ_CP019252.1_127,0.5287
NZ_CP019252.1_128,0.4855
NZ_CP019252.1_129,0.4486
NZ_CP019252.1_130,0.3917
NZ_CP019252.1_131,0.3905
NZ_CP019252.1_132,0.3955
NZ_CP019252.1_133,0.5040
NZ_CP019252.1_134,0.4679
NZ_CP019252.1_135,0.5103
NZ_CP019252.1_136,0.5126
NZ_CP019252.1_137,0.4978
NZ_CP019252.1_138,0.5226
NZ_CP019252.1_139,0.4545
NZ_CP019253.1_1,0.4315
NZ_CP019253.1_2,0.5053
NZ_CP019253.1_3,0.5248
NZ_CP019253.1_4,0.5675
NZ_CP019253.1_5,0.4976
NZ_CP019253.1_6,0.5359
NZ_CP019253.1_7,0.5880
NZ_CP019253.1_8,0.5862
NZ_CP019253.1_9,0.5549
NZ_CP019253.1_10,0.5544
NZ_CP019253.1_11,0.5583
NZ_CP019253.1_12,0.5287
NZ_CP019253.1_13,0.5840
NZ_CP019253.1_14,0.5043
NZ_CP019253.1_15,0.5986
NZ_CP019253.1_16,0.4317
NZ_CP019253.1_17,0.6337
NZ_CP019253.1_18,0.5052
NZ_CP019253.1_19,0.5603
NZ_CP019253.1_20,0.5352
NZ_CP019253.1_21,0.6070
NZ_CP019253.1_22,0.5678
NZ_CP019253.1_23,0.5225
NZ_CP019253.1_24,0.5775
NZ_CP019253.1_25,0.5458
NZ_CP019253.1_26,0.5141
NZ_CP019253.1_27,0.5571
NZ_CP019253.1_28,0.5189
NZ_CP019253.1_29,0.4322
NZ_CP019253.1_30,0.4026
NZ_CP019253.1_31,0.4980
NZ_CP019253.1_32,0.5000
NZ_CP019253.1_33,0.5897
NZ_CP019253.1_34,0.6167
NZ_CP019253.1_35,0.5149
NZ_CP019253.1_36,0.5276
NZ_CP019253.1_37,0.5277
NZ_CP019253.1_38,0.5500
NZ_CP019253.1_39,0.5434
NZ_CP019253.1_40,0.5923
NZ_CP019253.1_41,0.5305
NZ_CP019253.1_42,0.6556
NZ_CP019253.1_43,0.6505
NZ_CP019253.1_44,0.6085
NZ_CP019253.1_45,0.5277
NZ_CP019253.1_46,0.5962
NZ_CP019253.1_47,0.5657
NZ_CP019253.1_48,0.5291
NZ_CP019253.1_49,0.5633
NZ_CP019253.1_50,0.5291
NZ_CP019253.1_51,0.5633
NZ_CP019253.1_52,0.4945
NZ_CP019253.1_53,0.5707
NZ_CP019253.1_54,0.4968
NZ_CP019253.1_55,0.4167
NZ_CP019253.1_56,0.5991
NZ_CP019253.1_57,0.5374
NZ_CP019253.1_58,0.5210
NZ_CP019253.1_59,0.4156
NZ_CP019253.1_60,0.3796
NZ_CP019253.1_61,0.3939
NZ_CP019253.1_62,0.5910
NZ_CP019253.1_63,0.5776
NZ_CP019253.1_64,0.5309
NZ_CP019253.1_65,0.5702
NZ_CP019253.1_66,0.5695
NZ_CP019253.1_67,0.5369
NZ_CP019253.1_68,0.4322
NZ_CP019253.1_69,0.5686
NZ_CP019253.1_70,0.4868
NZ_CP019253.1_71,0.4302
NZ_CP019253.1_72,0.4319
NZ_CP019253.1_73,0.5284
NZ_CP019253.1_74,0.5121
NZ_CP019253.1_75,0.4833
NZ_CP019253.1_76,0.5084
NZ_CP019253.1_77,0.4923
NZ_CP019253.1_78,0.4777
NZ_CP019253.1_79,0.3583
NZ_CP019253.1_80,0.5085
NZ_CP019253.1_81,0.5428
NZ_CP019253.1_82,0.5882
NZ_CP019253.1_83,0.6081
NZ_CP019253.1_84,0.5570
NZ_CP019253.1_85,0.5258
NZ_CP019253.1_86,0.5603
NZ_CP019253.1_87,0.5844
NZ_CP019253.1_88,0.4467
NZ_CP019253.1_89,0.5521
NZ_CP019253.1_90,0.5121
NZ_CP019253.1_91,0.4833
NZ_CP019253.1_92,0.5084
NZ_CP019253.1_93,0.4923
NZ_CP019253.1_94,0.4777
NZ_CP019253.1_95,0.3583
NZ_CP019253.1_96,0.5085
NZ_CP019253.1_97,0.5428
NZ_CP019253.1_98,0.5882
NZ_CP019253.1_99,0.6081
NZ_CP019253.1_100,0.5570
NZ_CP019253.1_101,0.5258
NZ_CP019253.1_102,0.5583
NZ_CP019253.1_103,0.6211
NZ_CP019253.1_104,0.5618
NZ_CP019253.1_105,0.5823
NZ_CP019253.1_106,0.5847
NZ_CP019253.1_107,0.6007
NZ_CP019253.1_108,0.5952
NZ_CP019253.1_109,0.5556
NZ_CP019253.1_110,0.5363
NZ_CP019253.1_111,0.5675
NZ_CP019253.1_112,0.5805
NZ_CP019253.1_113,0.5083
NZ_CP019253.1_114,0.4619
NZ_CP019253.1_115,0.5658
NZ_CP019253.1_116,0.5906
NZ_CP019253.1_117,0.6028
NZ_CP019253.1_118,0.5965
NZ_CP019253.1_119,0.5282
NZ_CP019253.1_120,0.4336
NZ_CP019253.1_121,0.3905
NZ_CP019253.1_122,0.4510
NZ_CP019253.1_123,0.3889
NZ_CP019253.1_124,0.4379
NZ_CP019253.1_125,0.4568
NZ_CP019253.1_126,0.5230
NZ_CP019253.1_127,0.5370
NZ_CP019253.1_128,0.4802
NZ_CP019253.1_129,0.5401
NZ_CP019253.1_130,0.4829
NZ_CP019253.1_131,0.4689
NZ_CP019253.1_132,0.5622
NZ_CP019253.1_133,0.5627
NZ_CP019253.1_134,0.5346
NZ_CP019253.1_135,0.5178
NZ_CP019253.1_136,0.5123
NZ_CP019253.1_137,0.4595
NZ_CP019254.1_1,0.3284
NZ_CP019254.1_2,0.3559
NZ_CP019254.1_3,0.3497
NZ_CP019254.1_4,0.4943
NZ_CP019254.1_5,0.4434
NZ_CP019254.1_6,0.4200
NZ_CP019254.1_7,0.3941
NZ_CP019254.1_8,0.4339
NZ_CP019254.1_9,0.3574
NZ_CP019254.1_10,0.4783
NZ_CP019254.1_11,0.3299
NZ_CP019254.1_12,0.4156
NZ_CP019254.1_13,0.3137
NZ_CP019254.1_14,0.4309
NZ_CP019254.1_15,0.4031
NZ_CP019254.1_16,0.4945
NZ_CP019254.1_17,0.5707
NZ_CP019254.1_18,0.5291
NZ_CP019254.1_19,0.5625
NZ_CP019254.1_20,0.3889
NZ_CP019254.1_21,0.5628
NZ_CP019254.1_22,0.4016
NZ_CP019254.1_23,0.4545
NZ_CP019254.1_24,0.4630
NZ_CP019254.1_25,0.4286
NZ_CP019254.1_26,0.4200
NZ_CP019254.1_27,0.3941
NZ_CP019254.1_28,0.4339
NZ_CP019254.1_29,0.3574
NZ_CP019254.1_30,0.4783
NZ_CP019254.1_31,0.3299
NZ_CP019254.1_32,0.4156
NZ_CP019254.1_33,0.3137
NZ_CP019254.1_34,0.4309
NZ_CP019254.1_35,0.4031
NZ_CP019254.1_36,0.4945
NZ_CP019254.1_37,0.5707
NZ_CP019254.1_38,0.5291
NZ_CP019254.1_39,0.5633
NZ_CP019254.1_40,0.3889
NZ_CP019254.1_41,0.4429
NZ_CP019254.1_42,0.4667
NZ_CP019254.1_43,0.4328
NZ_CP019254.1_44,0.4954
NZ_CP019254.1_45,0.4753
NZ_CP019254.1_46,0.5112
NZ_CP019254.1_47,0.3974
NZ_CP019254.1_48,0.3935
NZ_CP019254.1_49,0.4576
NZ_CP019254.1_50,0.4387
NZ_CP019254.1_51,0.3829
NZ_CP019254.1_52,0.3275
NZ_CP019254.1_53,0.4049
NZ_CP019254.1_54,0.3295
NZ_CP019254.1_55,0.3795
NZ_CP019254.1_56,0.3721
NZ_CP019254.1_57,0.3946
NZ_CP019254.1_58,0.3814
NZ_CP019254.1_59,0.3644
NZ_CP019254.1_60,0.3654
NZ_CP019254.1_61,0.4767
NZ_CP019254.1_62,0.4490
NZ_CP019254.1_63,0.3813
NZ_CP019254.1_64,0.3860
NZ_CP019254.1_65,0.3829
NZ_CP019254.1_66,0.4570
NZ_CP019254.1_67,0.3860
NZ_CP019254.1_68,0.4334
NZ_CP019254.1_69,0.4148
NZ_CP019254.1_70,0.3878
NZ_CP019254.1_71,0.4176
NZ_CP019254.1_72,0.4482
NZ_CP019254.1_73,0.4072
NZ_CP019254.1_74,0.4165
NZ_CP019254.1_75,0.3429
NZ_CP019254.1_76,0.4605
NZ_CP019254.1_77,0.4500
NZ_CP019254.1_78,0.4225
NZ_CP019254.1_79,0.4795
NZ_CP019254.1_80,0.3901
NZ_CP019254.1_81,0.4238
NZ_CP019254.1_82,0.3975
NZ_CP019254.1_83,0.3664
NZ_CP019254.1_84,0.4859
NZ_CP019254.1_85,0.4946
NZ_CP019254.1_86,0.4867
NZ_CP019254.1_87,0.4711
NZ_CP019254.1_88,0.3456
NZ_CP019254.1_89,0.4438
NZ_CP019254.1_90,0.3506
NZ_CP019254.1_91,0.3802
NZ_CP019254.1_92,0.4474
NZ_CP019254.1_93,0.4155
NZ_CP019254.1_94,0.3469
NZ_CP019254.1_95,0.4862
NZ_CP019254.1_96,0.4914
NZ_CP019254.1_97,0.4214
NZ_CP019254.1_98,0.3363
NZ_CP019264.1_1,0.3333
NZ_CP019264.1_2,0.3559
NZ_CP019264.1_3,0.3484
NZ_CP019264.1_4,0.4434
NZ_CP019264.1_5,0.4087
NZ_CP019264.1_6,0.4426
NZ_CP019264.1_7,0.3626
NZ_CP019264.1_8,0.4928
NZ_CP019264.1_9,0.3163
NZ_CP019264.1_10,0.3547
NZ_CP019264.1_11,0.3333
NZ_CP019264.1_12,0.3397
NZ_CP019264.1_13,0.2764
NZ_CP019264.1_14,0.5479
