replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NC_022375.1	NC_022375.1_21	ardk	21	defense-finder-models/ADF/Anti_RM/ardk	NC_022375.1_ardk_4	1	1	1.0	1.0	1	ardk	mandatory	114	3.899999999999999e-49	157.5	0.991	0.982	1	112			Anti_RM	ardk	Antidefense
NC_022375.1	NC_022375.1_29	RM_Type_II__Type_II_REase27	29	defense-finder-models/RM/RM/RM_Type_II	NC_022375.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	198	1.3e-58	192.3	0.546	0.949	8	195			RM	RM_Type_II	Defense
NC_022375.1	NC_022375.1_30	RM_Type_II__Type_II_MTases_FAM_2	30	defense-finder-models/RM/RM/RM_Type_II	NC_022375.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	478	1.8e-119	391.0	0.978	0.774	94	463			RM	RM_Type_II	Defense
NC_022377.1	NC_022377.1_63	vcrx093	63	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_022377.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	4.2999999999999996e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NC_022377.1	NC_022377.1_64	vcrx092	64	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_022377.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	5.1e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NC_022377.1	NC_022377.1_65	vcrx091	65	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_022377.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.4e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NC_022377.1	NC_022377.1_66	vcrx090	66	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_022377.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NC_022377.1	NC_022377.1_67	vcrx089	67	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_022377.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.1e-141	464.8	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NC_022520.1	NC_022520.1_26	Mok_Hok_Sok__Mok	26	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_022520.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	72	1.4000000000000001e-28	91.6	0.897	0.972	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_022520.1	NC_022520.1_27	aca5	27	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	NC_022520.1_Aca_alone_2	1	1	0.077	1.0	1	aca5	mandatory	54	1.6000000000000001e-28	90.9	0.879	0.944	1	51			Anti_CRISPR	Aca_alone	Antidefense
NC_022570.1	NC_022570.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_022570.1_psiab_2	1	1	1.0	2.0	1	psib	mandatory	246	1.1e-55	181.5	0.992	0.972	1	239			Other	psiab	Antidefense
NC_022570.1	NC_022570.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_022570.1_psiab_2	1	1	1.0	2.0	1	psia	mandatory	144	2.1e-64	208.2	0.986	0.986	1	142			Other	psiab	Antidefense
NC_022570.1	NC_022570.1_13	ardb	13	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_022570.1_ardb_klca_acric11_1	1	1	1.0	1.0	1	ardb	mandatory	145	9.8e-89	287.0	0.979	0.952	7	144			Anti_RM	ardb_klca_acric11	Antidefense
NC_022651.1	NC_022651.1_42	Gao_Tmn__TmnA	42	defense-finder-models/DefenseFinder/Gao_Tmn/Gao_Tmn	NC_022651.1_Gao_Tmn_2	1	1	1.0	1.0	1	Gao_Tmn__TmnA	mandatory	1275	1.2999999999999998e-283	936.8	0.978	0.979	10	1257			Gao_Tmn	Gao_Tmn	Defense
NC_022651.1	NC_022651.1_45	DS-28__DS-28A	45	defense-finder-models/DefenseFinder/DS-28/DS-28	NC_022651.1_DS-28_1	1	1	1.0	2.0	1	DS-28__DS-28A	mandatory	167	3.6e-76	249.3	0.585	0.988	1	165			DS-28	DS-28	Defense
NC_022651.1	NC_022651.1_46	DS-28__DS-28B	46	defense-finder-models/DefenseFinder/DS-28/DS-28	NC_022651.1_DS-28_1	1	1	1.0	2.0	1	DS-28__DS-28B	mandatory	258	1.6999999999999998e-96	315.4	0.992	0.981	1	253			DS-28	DS-28	Defense
NC_022651.1	NC_022651.1_66	ardb	66	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_022651.1_ardb_klca_acric11_5	1	1	1.0	1.0	1	ardb	mandatory	142	1.3e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_022651.1	NC_022651.1_76	psia	76	defense-finder-models/ADF/Other/psiab	NC_022651.1_psiab_6	1	1	1.0	2.0	1	psia	mandatory	145	5.4e-92	297.7	0.993	0.986	1	143			Other	psiab	Antidefense
NC_022651.1	NC_022651.1_77	psib	77	defense-finder-models/ADF/Other/psiab	NC_022651.1_psiab_6	1	1	1.0	2.0	1	psib	mandatory	240	5.2e-72	235.0	0.975	0.975	4	237			Other	psiab	Antidefense
NC_022651.1	NC_022651.1_78	Mok_Hok_Sok__Mok	78	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_022651.1_Mok_Hok_Sok_4	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	4.7e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_022651.1	NC_022651.1_82	MazEF__MazE	82	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_022651.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	3.7e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NC_022651.1	NC_022651.1_83	MazEF__MazF	83	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_022651.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.7e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NC_022652.1	NC_022652.1_88	vcrx093	88	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_022652.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	4.7e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NC_022652.1	NC_022652.1_89	vcrx092	89	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_022652.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	5.500000000000001e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NC_022652.1	NC_022652.1_90	vcrx091	90	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_022652.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.5e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NC_022652.1	NC_022652.1_91	vcrx090	91	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_022652.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.2e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NC_022652.1	NC_022652.1_92	vcrx089	92	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_022652.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.6999999999999997e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NC_022742.1	NC_022742.1_9	arda	9	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_022742.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	1.4999999999999999e-96	313.5	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_022742.1	NC_022742.1_11	psib	11	defense-finder-models/ADF/Other/psiab	NC_022742.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	2.4e-65	212.7	0.975	0.975	4	237			Other	psiab	Antidefense
NC_022742.1	NC_022742.1_12	psia	12	defense-finder-models/ADF/Other/psiab	NC_022742.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	5e-88	284.4	0.993	0.986	1	143			Other	psiab	Antidefense
NC_022742.1	NC_022742.1_19	ardb	19	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_022742.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	9.4e-96	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_022992.1	NC_022992.1_5	ardb	5	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_022992.1_ardb_klca_acric11_1	1	1	1.0	1.0	1	ardb	mandatory	142	2.6e-95	308.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_022996.1	NC_022996.1_9	arda	9	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_022996.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	5e-97	315.6	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_022996.1	NC_022996.1_11	psib	11	defense-finder-models/ADF/Other/psiab	NC_022996.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	2.7000000000000003e-65	213.1	0.975	0.975	4	237			Other	psiab	Antidefense
NC_022996.1	NC_022996.1_12	psia	12	defense-finder-models/ADF/Other/psiab	NC_022996.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	5.3e-89	288.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_022996.1	NC_022996.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_022996.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	2.9e-95	308.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_023027.1	NC_023027.1_8	klca	8	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_023027.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	147	2.7e-49	159.4	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
NC_023027.1	NC_023027.1_49	MazEF__MazF	49	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_023027.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.4e-16	52.9	0.91	0.964	2	108			MazEF	MazEF	Defense
NC_023027.1	NC_023027.1_50	MazEF__MazE	50	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_023027.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	1.3e-13	43.3	0.762	0.709	4	64			MazEF	MazEF	Defense
NC_023275.1	NC_023275.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_023275.1_arda_ardu_3	1	1	1.0	1.0	1	arda	mandatory	167	8.299999999999999e-96	311.7	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_023275.1	NC_023275.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NC_023275.1_psiab_5	1	1	1.0	2.0	1	psib	mandatory	240	5.3e-65	212.2	0.975	0.975	4	237			Other	psiab	Antidefense
NC_023275.1	NC_023275.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NC_023275.1_psiab_5	1	1	1.0	2.0	1	psia	mandatory	145	5.5e-89	288.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_023275.1	NC_023275.1_17	ardb	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_023275.1_ardb_klca_acric11_4	1	1	1.0	1.0	1	ardb	mandatory	142	6.1e-94	304.2	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_023275.1	NC_023275.1_32	Pif__PifC	32	defense-finder-models/DefenseFinder/Pif/Pif	NC_023275.1_Pif_1	1	1	1.0	2.0	1	Pif__PifC	mandatory	363	5.1e-235	772.2	1.0	0.997	1	362			Pif	Pif	Defense
NC_023275.1	NC_023275.1_33	Pif__PifA	33	defense-finder-models/DefenseFinder/Pif/Pif	NC_023275.1_Pif_1	1	1	1.0	2.0	1	Pif__PifA	mandatory	742	0.0	1434.5	1.0	0.999	1	741			Pif	Pif	Defense
NC_023275.1	NC_023275.1_34	TIR-III__TIR-III_B	34	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NC_023275.1_TIR-III_2	1	1	1.0	2.0	1	TIR-III__TIR-III_B	mandatory	300	1.9e-118	388.6	0.983	0.987	2	297			TIR-III	TIR-III	Defense
NC_023275.1	NC_023275.1_35	TIR-III__TIR-III_A	35	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NC_023275.1_TIR-III_2	1	1	1.0	2.0	1	TIR-III__TIR-III_A	mandatory	97	4.6e-45	145.3	0.979	0.948	3	94			TIR-III	TIR-III	Defense
NC_023276.1	NC_023276.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_023276.1_arda_ardu_3	1	1	1.0	1.0	1	arda	mandatory	167	7.0999999999999995e-96	311.7	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_023276.1	NC_023276.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NC_023276.1_psiab_5	1	1	1.0	2.0	1	psib	mandatory	240	4.6e-65	212.2	0.975	0.975	4	237			Other	psiab	Antidefense
NC_023276.1	NC_023276.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NC_023276.1_psiab_5	1	1	1.0	2.0	1	psia	mandatory	145	4.7e-89	288.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_023276.1	NC_023276.1_17	ardb	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_023276.1_ardb_klca_acric11_4	1	1	1.0	1.0	1	ardb	mandatory	142	5.2e-94	304.2	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_023276.1	NC_023276.1_32	Pif__PifC	32	defense-finder-models/DefenseFinder/Pif/Pif	NC_023276.1_Pif_1	1	1	1.0	2.0	1	Pif__PifC	mandatory	363	4.2999999999999995e-235	772.2	1.0	0.997	1	362			Pif	Pif	Defense
NC_023276.1	NC_023276.1_33	Pif__PifA	33	defense-finder-models/DefenseFinder/Pif/Pif	NC_023276.1_Pif_1	1	1	1.0	2.0	1	Pif__PifA	mandatory	742	0.0	1434.5	1.0	0.999	1	741			Pif	Pif	Defense
NC_023276.1	NC_023276.1_34	TIR-III__TIR-III_B	34	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NC_023276.1_TIR-III_2	1	1	1.0	2.0	1	TIR-III__TIR-III_B	mandatory	300	1.6e-118	388.6	0.983	0.987	2	297			TIR-III	TIR-III	Defense
NC_023276.1	NC_023276.1_35	TIR-III__TIR-III_A	35	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NC_023276.1_TIR-III_2	1	1	1.0	2.0	1	TIR-III__TIR-III_A	mandatory	97	3.9e-45	145.3	0.979	0.948	3	94			TIR-III	TIR-III	Defense
NC_023289.2	NC_023289.2_24	Shedu__SduA	24	defense-finder-models/DefenseFinder/Shedu/Shedu	NC_023289.2_Shedu_2	1	1	1.0	1.0	1	Shedu__SduA	mandatory	213	6.6e-55	181.1	0.513	0.897	7	197			Shedu	Shedu	Defense
NC_023289.2	NC_023289.2_243	Mok_Hok_Sok__Hok	243	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_023289.2_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Hok	mandatory	72	6.599999999999999e-29	93.7	1.0	0.722	20	71			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_023290.1	NC_023290.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_023290.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	8.199999999999999e-96	311.7	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_023290.1	NC_023290.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NC_023290.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	5.3e-65	212.2	0.975	0.975	4	237			Other	psiab	Antidefense
NC_023290.1	NC_023290.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NC_023290.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	5.4000000000000005e-89	288.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_023290.1	NC_023290.1_17	ardb	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_023290.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	6e-94	304.2	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_023291.1	NC_023291.1_60	vcrx093	60	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023291.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	3.7999999999999997e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NC_023291.1	NC_023291.1_61	vcrx092	61	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023291.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	1.5000000000000002e-164	540.1	0.982	0.939	13	335			Anti_CRISPR	vcrx091_093	Antidefense
NC_023291.1	NC_023291.1_62	vcrx091	62	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023291.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	3.5e-82	268.2	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NC_023291.1	NC_023291.1_63	vcrx090	63	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_023291.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	302	2.7e-179	587.9	1.0	0.997	1	301			Anti_RM	vcrx089_090	Antidefense
NC_023291.1	NC_023291.1_64	vcrx089	64	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_023291.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	1.4e-141	465.2	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NC_023315.1	NC_023315.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_023315.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	3.5e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_023315.1	NC_023315.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_023315.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	2.7e-71	232.3	0.975	0.975	4	237			Other	psiab	Antidefense
NC_023315.1	NC_023315.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_023315.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	3.4e-93	301.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_023315.1	NC_023315.1_12	Avs_IV__Avs4A	12	defense-finder-models/DefenseFinder/Avs/Avs_IV	NC_023315.1_Avs_IV_1	1	1	1.0	1.0	1	Avs_IV__Avs4A	mandatory	1588	0.0	3823.4	1.0	0.999	1	1587			Avs	Avs_IV	Defense
NC_023315.1	NC_023315.1_25	ardb	25	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_023315.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	4.1e-95	307.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_023326.1	NC_023326.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_023326.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	3.8e-97	315.6	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_023326.1	NC_023326.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NC_023326.1_psiab_2	1	1	1.0	2.0	1	psib	mandatory	240	3.9e-65	212.2	0.975	0.975	4	237			Other	psiab	Antidefense
NC_023326.1	NC_023326.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NC_023326.1_psiab_2	1	1	1.0	2.0	1	psia	mandatory	145	1.7e-88	286.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_023327.1	NC_023327.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_023327.1_Mok_Hok_Sok_3	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	72	3.1e-21	68.9	0.897	0.972	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_023327.1	NC_023327.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_023327.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	8.2e-71	231.5	0.975	0.975	4	237			Other	psiab	Antidefense
NC_023327.1	NC_023327.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_023327.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	2.7e-91	295.9	0.993	0.986	1	143			Other	psiab	Antidefense
NC_023327.1	NC_023327.1_27	DS-28__DS-28B	27	defense-finder-models/DefenseFinder/DS-28/DS-28	NC_023327.1_DS-28_1	1	1	1.0	2.0	1	DS-28__DS-28B	mandatory	258	2.3999999999999998e-96	315.4	0.992	0.981	1	253			DS-28	DS-28	Defense
NC_023327.1	NC_023327.1_28	DS-28__DS-28A	28	defense-finder-models/DefenseFinder/DS-28/DS-28	NC_023327.1_DS-28_1	1	1	1.0	2.0	1	DS-28__DS-28A	mandatory	167	4.9000000000000003e-76	249.3	0.585	0.988	1	165			DS-28	DS-28	Defense
NC_023327.1	NC_023327.1_31	Gao_Tmn__TmnA	31	defense-finder-models/DefenseFinder/Gao_Tmn/Gao_Tmn	NC_023327.1_Gao_Tmn_2	1	1	1.0	1.0	1	Gao_Tmn__TmnA	mandatory	1275	1.7e-283	936.8	0.978	0.979	10	1257			Gao_Tmn	Gao_Tmn	Defense
NC_023329.1	NC_023329.1_9	arda	9	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_023329.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	4.2e-97	315.6	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_023329.1	NC_023329.1_11	psib	11	defense-finder-models/ADF/Other/psiab	NC_023329.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	4.3e-65	212.2	0.975	0.975	4	237			Other	psiab	Antidefense
NC_023329.1	NC_023329.1_12	psia	12	defense-finder-models/ADF/Other/psiab	NC_023329.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	1.8e-88	286.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_023329.1	NC_023329.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_023329.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	1.1999999999999999e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_023898.1	NC_023898.1_102	vcrx093	102	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023898.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.3e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NC_023898.1	NC_023898.1_103	vcrx092	103	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023898.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	6.2e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NC_023898.1	NC_023898.1_104	vcrx091	104	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023898.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NC_023898.1	NC_023898.1_105	vcrx090	105	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_023898.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.4e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NC_023898.1	NC_023898.1_106	vcrx089	106	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_023898.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	3e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NC_023908.1	NC_023908.1_63	vcrx093	63	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023908.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	4.3999999999999996e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NC_023908.1	NC_023908.1_64	vcrx092	64	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023908.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	5.2e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NC_023908.1	NC_023908.1_65	vcrx091	65	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_023908.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.4e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NC_023908.1	NC_023908.1_66	vcrx090	66	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_023908.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NC_023908.1	NC_023908.1_67	vcrx089	67	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_023908.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.5e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NC_023909.1	NC_023909.1_7	arda	7	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_023909.1_arda_ardu_2	1	1	1.0	1.0	1	arda	mandatory	170	3.3e-88	286.0	0.982	0.971	2	166			Anti_RM	arda_ardu	Antidefense
NC_023909.1	NC_023909.1_16	ardr	16	defense-finder-models/ADF/Anti_RM/ardr	NC_023909.1_ardr_5	1	1	1.0	1.0	1	ardr	mandatory	135	5.5e-87	281.0	1.0	0.993	1	134			Anti_RM	ardr	Antidefense
NC_023909.1	NC_023909.1_17	klca	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_023909.1_ardb_klca_acric11_3	1	1	1.0	0.8	1	ardb	mandatory	142	4.2999999999999996e-35	112.9	0.828	0.972	4	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_023909.1	NC_023909.1_21	ardk	21	defense-finder-models/ADF/Anti_RM/ardk	NC_023909.1_ardk_4	1	1	1.0	1.0	1	ardk	mandatory	114	3.6e-49	157.5	0.991	0.982	1	112			Anti_RM	ardk	Antidefense
